taxid,genome_size,species_name
2026800,4.64E+06,Verrucomicrobiaceae bacterium
2026801,3.66E+06,Verrucomicrobiales bacterium
2026803,1026090,Candidatus Woesearchaeota archaeon
2026804,7.86E+05,Candidatus Woesebacteria bacterium
2026807,1.90E+06,Zetaproteobacteria bacterium
2026809,1.73E+06,Campylobacterota bacterium
2026887,2.21E+06,Nitrospirota bacterium
2026888,2406180,Thermoleophilia bacterium
2027405,5400077,Azoarcus sp. DD4
2027406,3643456,Luteimonas sp. 4-12
2027407,2589137,Megasphaera sp. ASD88
2027408,4832247,Bacillus sp. PK3_68
2027456,2278086,Veillonella sp. S13053-19
2027457,2060569,Veillonella sp. T34266-5
2027458,2086734,Veillonella sp. S13054-11
2027459,2053092,Veillonella sp. T11011-6
2027857,4858325,Mariniflexile sp. TRM1-10
2027911,9083096,Cupriavidus sp. P-10
2027917,2255500,Sulfuricurvum sp. PD_MW2
2027918,3.37E+06,Curvibacter sp. PD_MW3
2027919,5067940,Enterobacter cloacae complex sp.
2027922,4405319,Pantoea sp. ARC607
2028210,6788152,Geitlerinema sp. FC II
2028297,5163360,Enterobacter sp. CCUG 70166
2028343,7070317,Rhizobium sp. 11515TR
2029108,5658412,Bacillus sp. UMB0899
2029109,3640443,Microbacterium sp. UMB0228
2029399,3577922,Rhodobacter sp. TJ_12
2029400,2527537,Corynebacterium sp. NML 150383
2029401,2597765,Corynebacterium sp. NML 120412
2029402,6606257,Mesorhizobium sp. WSM3859
2029403,6372779,Mesorhizobium sp. WSM3860
2029409,7361187,Mesorhizobium sp. WSM4308
2029411,7060086,Mesorhizobium sp. WSM4312
2029589,4916582,Leptolyngbya sp. BC1307
2029858,3326106,Kocuria sp. WRN011
2029980,9.61E+05,Candidatus Gastranaerophilus sp. (ex Termes propinquus)
2029982,3395580,BD1-7 clade bacterium
2030797,2399550,Glaesserella sp. 15-184
2030799,4.29E+06,Myroides sp. N17-2
2030800,2.25E+06,Elusimicrobiota bacterium
2030806,2.56E+06,Burkholderiaceae bacterium
2030807,1.25E+06,Candidatus Aerophobetes bacterium
2030808,2.19E+06,Candidatus Cloacimonadota bacterium
2030809,4302590,Candidatus Hydrogenedentes bacterium
2030810,7.21E+05,Candidatus Kaiserbacteria bacterium
2030811,1083450,Candidatus Peregrinibacteria bacterium
2030812,660677,Candidatus Wolfebacteria bacterium
2030813,4123694,Desulfotalea sp.
2030814,2.83E+06,Kordiimonadales bacterium
2030815,2.66E+06,Marinosulfonomonas sp.
2030816,1249880,Methylophilaceae bacterium
2030817,3.88E+06,Oceanobacter sp.
2030823,2.57E+06,Robiginitomaculum sp.
2030824,3638880,Phycisphaera sp.
2030825,3.03E+06,Thalassobium sp.
2030827,1.21E+06,Candidatus Dependentiae bacterium
2030828,1.71E+06,Piscirickettsiaceae bacterium
2030829,2.08E+06,SAR202 cluster bacterium
2030880,1.04E+06,SAR86 cluster bacterium
2030882,2.89E+06,Thiotrichaceae bacterium
2030927,2469820,Bacteroidales bacterium
2032565,3565444,Xanthomonadaceae bacterium NML93-0399
2032566,3643701,Xanthomonadaceae bacterium NML93-0792
2032574,2392057,Xanthomonadaceae bacterium NML07-0707
2032576,2329032,Xanthomonadaceae bacterium NML08-0793
2032577,2377393,Xanthomonadaceae bacterium NML95-0200
2032582,3236205,Xanthomonadaceae bacterium NML91-0213
2032629,4.16E+06,Pseudomonas sp. WN033
2033014,3221350,Armatimonadota bacterium
2033032,5099209,Aeromonas sp. CA23
2033133,3310505,Methyloligella sp.
2033405,2950834,Prevotella sp. MGM1
2033438,4986519,Serratia sp. MYb239
2033480,5096173,Bacillus sp. AFS001701
2033483,5175906,Bacillus sp. AFS006103
2033491,4652556,Bacillus sp. AFS018417
2033496,6170817,Bacillus sp. AFS031507
2033499,6606966,Bacillus sp. AFS037270
2033502,5258052,Bacillus sp. AFS040349
2033503,4634545,Bacillus sp. AFS041924
2033586,4197464,Afifella sp. IM 167
2033869,4437113,Rhodobacter sp. CZR27
2034282,6.13E+06,Bacillus sp. AFS075960
203437,3273990,uncultured Gemmatimonadota bacterium
2034520,5395720,Zobellia sp. OII3
2035199,4973516,Flavobacterium sp. 5
2035201,4706642,Comamonas sp. 26
2035202,4966379,Acidovorax sp. 69
2035203,5014901,Acidovorax sp. 62
2035205,5073023,Acidovorax sp. 56
2035207,6446548,Janthinobacterium sp. 67
2035208,6301870,Janthinobacterium sp. 64
2035209,6003843,Janthinobacterium sp. 61
2035210,6265899,Janthinobacterium sp. 35
2035211,6331742,Janthinobacterium sp. 13
2035212,6642361,Variovorax sp. 54
2035213,5298815,Chryseobacterium sp. 52
2035214,5091715,Chryseobacterium sp. 7
2035216,6379696,Delftia sp. 60
2035267,2644860,Candidatus Nitrosocosmicus arcticus
2035343,5682864,Mycobacterium eburneum
2035403,2602175,bacterium HR08
2035405,3131958,bacterium HR10
2035406,2988257,bacterium HR11
2035407,1762032,bacterium HR12
2035410,3036312,bacterium HR15
2035411,3785506,bacterium HR16
2035412,3153697,bacterium HR17
2035414,1875992,bacterium HR19
2035415,1993452,bacterium HR20
2035418,1621116,bacterium HR23
2035420,989871,bacterium HR25
2035421,2664985,bacterium HR26
2035422,2073354,bacterium HR27
2035423,3123359,bacterium HR28
2035424,2343573,bacterium HR29
2035425,3727088,bacterium HR30
2035426,941326,bacterium HR31
2035427,2102379,bacterium HR32
2035429,579108,bacterium HR34
2035430,595782,bacterium HR35
2035431,3355873,bacterium HR36
2035432,2420114,bacterium HR37
2035434,1992583,bacterium HR39
2035435,2892134,bacterium HR40
2035436,1610524,bacterium HR41
2035438,1733307,archaeon HR02
2035441,635432,archaeon HR05
2035447,7327521,Bradyrhizobium sp. Y36
2035450,6670803,Rhizobium sp. J15
2035455,7.03E+06,Sinorhizobium sp. BJ1
2035772,1.63E+06,Candidatus Omnitrophota bacterium
2035813,2671070,Sphingobacteriia bacterium
2036037,7957609,Streptomyces sp. Tue6028
2036207,3479500,Glutamicibacter sp. V16R2B1
2037901,6334269,Sinorhizobium sp. M4_45
2037913,3409966,Parageobacillus yumthangensis
2038388,5225720,Hoeflea sp. EC-HK425
2038389,4201592,Rhizobium sp. EC-SD404
2038394,4686006,Roseovarius sp. EC-HK134
2038396,3137644,Erythrobacter sp. EC-HK427
2038397,3278119,Sphingomonas sp. EC-HK361
2038776,3716699,Kaistella flava (ex Peng et al. 2021)
203907,705557,Candidatus Blochmannia floridanus
2039166,2586303,Chryseobacterium sp. 6424
2039167,3427006,Sulfobacillus sp. hq2
2039281,6533596,Mycobacterium sp. shizuoka-1
2039808,4162045,Dietzia sp. WMMA184
2040293,3926733,Lentibacillus sp. Marseille-P4043
2040625,5.04E+06,Candidatus Brocadia sp. WS118
2040639,4916020,Escherichia sp. E4385
2040649,2596308,Helicobacter sp. MIT 14-3879
204089,4408720,Candidatus Chryseobacterium massiliae
2041079,4878638,Enterobacter sp. HN503E2II
2041080,4794257,Enterobacter sp. PN108E5IIB
2041147,1.35E+06,Candidatus Bathyarchaeota archaeon B24-2
2041645,5180030,Escherichia sp. E1130
2041646,4771634,Escherichia sp. E2562
2042029,2099290,Lactobacillus sp. UMNPBX18
2042031,2052925,Lactobacillus sp. UMNPBX16
2042038,2197544,Lactobacillus sp. UMNPBX9
2042044,2063024,Lactobacillus sp. UMNPBX3
2042045,2124950,Lactobacillus sp. UMNPBX2
2042310,3492078,Salirhabdus sp. Marseille-P4669
2042474,5058358,Ochrobactrum sp. MYb68
2042962,5391637,Candidatus Sulfotelmatobacter kueseliae
2043138,3985715,Kocuria sp. CCUG 69068
2043160,2821693,Candidatus Sulfotelmatobacter sp. SbA7
2043161,5286421,Candidatus Sulfotelmatomonas gaucii
2043162,2.75E+06,Acidobacteriia bacterium SbA2
2043164,4302420,Candidatus Sulfopaludibacter sp. SbA3
2043165,10082265,Candidatus Sulfopaludibacter sp. SbA4
2043166,3511348,Candidatus Sulfopaludibacter sp. SbA6
2043167,4665561,Syntrophobacter sp. SbD1
2043169,5321430,Candidatus Desulfosporosinus infrequens
2043171,5509651,Pseudanabaena sp. BC1403
2044259,5444010,Clostridium sp. HMb25
2044270,5778496,Klebsiella sp. KG9
2044457,4981469,Escherichia sp. E2586
2044458,5083980,Escherichia sp. E2593
2044459,4873403,Escherichia sp. E2661
2044460,4732878,Escherichia sp. E2748
2044461,4.84E+06,Escherichia sp. E3356
2044462,5054460,Escherichia sp. E3659
2044463,4610103,Escherichia sp. E4208
2044464,4810304,Escherichia sp. E4694
2044465,5030262,Escherichia sp. E4702
2044466,4.79E+06,Escherichia sp. E4736
2044467,5114790,Escherichia sp. E4742
2044468,5035313,Escherichia sp. E4930
2044508,2737685,Arcobacter sp. CECT 8983
2044509,2927358,Arcobacter sp. CECT 8989
2044511,3272117,Arcobacter sp. F2176
2044574,2486524,Corynebacterium sp. LK33
2044579,2259654,Corynebacterium sp. LK28
2044585,2.46E+06,Corynebacterium sp. LK15
2044591,2.46E+06,Candidatus Fermentibacteria bacterium
2044595,1087860,Candidatus Gracilibacteria bacterium
2044602,4966958,Escherichia sp. E5028
2044603,4005031,Sphingobacterium sp. 1.A.4
2044604,4547892,Sphingobacterium sp. 1.A.5
2044729,4404819,Candidatus Nephrothrix sp. EaCA
2044878,5933994,Methylobacterium sp. V23
2044883,3362850,bacterium DOLZORAL124_64_63
2044884,9.10E+05,bacterium DOLZORAL124_38_8
2044936,2.77E+06,Bacteroidia bacterium
2044937,4441750,candidate division KSB3 bacterium
2044938,9.84E+05,candidate division SR1 bacterium
2044939,1.87E+06,Clostridia bacterium
2044940,3.21E+06,Desulfobacterales bacterium
2044941,2256820,Flavobacteriia bacterium
2044943,4.08E+05,Pasteurellales bacterium
2044944,3401230,Sphingobacteriales bacterium
2045014,4170504,Halobacillus sp. Marseille-P3879
2045016,4028303,Cryobacterium sp. Y11
2045202,5859715,Enterobacteriaceae bacterium A-F18
2045217,989837,Candidatus Moranbacteria bacterium
2045301,2206375,Megasphaera vaginalis' Bordigoni et al. 2020
2045420,5.00E+06,Pseudobacter sp.
2047085,3853440,Nodularia sp. (in: cyanobacteria)
2047734,7109637,Paenibacillus azotifigens
204773,3424307,Herminiimonas arsenicoxydans
2047875,1278427,Francisella sp.
2048010,6413115,Janthinobacterium sp. BJB426
2048252,3382122,Sporosarcina sp. P29
2048260,3401750,Sporosarcina sp. P17b
2048261,3363873,Sporosarcina sp. P16b
2048282,5948109,Pseudomonas sp. MR 02
2048284,4234025,Cryobacterium sp. Y62
2048285,3661710,Cryobacterium sp. Y29
2048287,4011924,Cryobacterium sp. Y57
2048288,4288384,Cryobacterium sp. N19
2048290,4061870,Cryobacterium sp. N22
2048547,3480944,Alicyclobacillaceae bacterium I2511
2048654,4283411,Solibacillus sp. R5-41
2048670,5977780,Janthinobacterium sp. ROICE36
2048897,7302537,Rhizobium sp. NXC24
2048898,3820457,Microbacterium sp. Y-01
2048899,2524636,Caulobacter sp. B11
2048900,4285115,Caulobacter sp. BP25
2048901,4.81E+06,Caulobacter sp. X
2049028,1.61E+06,Granulicatella sp.
2049039,1.59E+06,Phascolarctobacterium sp.
2049043,2.62E+06,Desulfovibrionaceae bacterium
2049044,1.89E+06,Erysipelotrichaceae bacterium
2049045,2.67E+06,Eubacteriaceae bacterium
2049046,2.57E+06,Porphyromonadaceae bacterium
2049047,2.46E+06,Prevotellaceae bacterium
2049428,3.35E+06,Ignavibacteriales bacterium
2049432,2.77E+06,Chromatiaceae bacterium
2049433,3179710,Desulfobacteraceae bacterium
2049453,5006351,Mycobacterium sp. MFM001
2049454,5914154,Chroococcales cyanobacterium IPPAS B-1203
2049589,5276694,Pseudomonas sp. HLS-6
2049891,3508313,Glutamicibacter sp. HZAU
2050894,6473343,Sphingobacterium sp. HMA12
2051906,3.64E+06,Exiguobacterium sp. N4-1P
2051955,3.74E+06,Methylobacter sp.
2051956,2.13E+06,Methylotenera sp.
2052048,3103930,Parachlamydia sp.
2052139,8.21E+05,Patescibacteria group bacterium
2052143,3.86E+06,Anaerolineae bacterium
2052146,5.30E+06,Blastocatellia bacterium
2052147,1.45E+06,Caldisericota bacterium
2052148,1.81E+06,candidate division WOR-3 bacterium
2052149,2864730,Candidatus Aminicenantes bacterium
2052151,856800,Candidatus Levybacteria bacterium
2052152,6.98E+05,Candidatus Nomurabacteria bacterium
2052159,1.88E+06,Coriobacteriia bacterium
2052160,3.61E+06,Fibrobacterota bacterium
2052161,2.27E+06,Gallionella sp.
2052162,2.13E+06,Gallionellaceae bacterium
2052164,5.70E+06,Gemmataceae bacterium
2052166,3.37E+06,Candidatus Melainabacteria bacterium
2052170,2.04E+06,Methanoregula sp.
2052174,2.78E+06,Methylocystaceae bacterium
2052176,2.50E+06,Parachlamydiaceae bacterium
2052179,1.92E+06,Peptococcaceae bacterium
2052180,3.18E+06,Phycisphaerales bacterium
2052181,3.46E+06,Planctomycetia bacterium
2052182,2.93E+06,Rhodanobacteraceae bacterium
2052184,2.57E+06,Syntrophaceae bacterium
2052186,3.96E+06,Verrucomicrobia subdivision 3 bacterium
2052315,2.56E+06,Candidatus Dormibacteraeota bacterium
2052317,2737070,Candidatus Eremiobacteraeota bacterium
2052484,6502356,Mitsuaria noduli
2052937,4128781,Brevibacterium sp. CCUG 69071
2052957,3862774,Pseudorhodobacter sp. MZDSW-24AT
2053030,6146936,Pseudomonas sp. WP001
2053044,4.43E+06,Bacillus sp. V5-8f
2053303,4.03E+06,Marinilabiliales bacterium
2053306,3.02E+06,Ignavibacteria bacterium
2053307,2894460,Desulfobulbaceae bacterium
2053308,2.83E+06,Denitrovibrio sp.
2053465,3.25E+06,Candidatus Muirbacterium halophilum
2053489,3.24E+06,Candidatus Lokiarchaeota archaeon
2053491,2.35E+06,Candidatus Thorarchaeota archaeon
2053492,3.78E+06,Candidatus Accumulibacter sp.
2053493,1.46E+06,Candidatus Acetothermia bacterium
2053494,1.51E+06,Acholeplasmatales bacterium
2053503,1.24E+06,Aquificaceae bacterium
2053509,1.77E+06,Candidatus Atribacteria bacterium
2053516,2.77E+06,Balneolaceae bacterium
2053527,2.63E+06,candidate division Zixibacteria bacterium
2053538,3.55E+06,Candidatus Competibacteraceae bacterium
2053541,4108510,Cytophagales bacterium
2053554,9.76E+05,Candidatus Falkowbacteria bacterium
2053560,1.17E+06,Hydrogenobaculum sp.
2053568,3.00E+06,Lautropia sp.
2053570,3.72E+06,Candidatus Latescibacteria bacterium
2053582,2.27E+06,Neisseriales bacterium
2053591,4.54E+06,Planctomycetales bacterium
2053594,3.96E+06,Prolixibacteraceae bacterium
2053607,3984850,Candidatus Rokubacteria bacterium
2053613,7.84E+05,Candidatus Shapirobacteria bacterium
2053615,2496600,Spirochaetia bacterium
2053634,9.27E+05,Candidatus Uhrbacteria bacterium
2053688,1.13E+06,Candidatus Peribacteria bacterium
2053689,2220780,Thermotogota bacterium
2053728,4603859,Bacillus sp. V3-13
2054166,5304653,Bacillus sp. M6-12
2054168,4786686,Bacillus sp. T33-2
2054169,4.35E+06,Bacillus sp. V33-4
2054177,1564270,Christensenellaceae bacterium
2054178,4183922,Halomonas sp. ND22Bw
2054282,3296945,Cyanobacterium sp. HL-69
2054594,5329679,Raoultella sp. T31
2054595,5680226,Klebsiella sp. K-Nf6
2054598,5822598,Kosakonia sp. H7A
2054599,5562927,Klebsiella sp. H-Nf2
2054603,5733642,Klebsiella sp. E-Nf3
2054913,5730998,Bacillus sp. mrc49
2054914,5404596,Pseudomonas sp. 02C 26
2054928,2699762,Cyanobacteria bacterium M5B4
2055153,5922139,Agrobacterium sp. LAD9
2055159,6727202,Nostoc sp. CMAA1605
2055892,2616716,Idiomarina sp. X4
2055894,8683180,Bradyrhizobium sp. AC87j1
2055940,3191347,Geobacillus sp. Manikaran-105
2056175,2525759,Neisseria sp. N177_16
2056189,5.22E+06,Vibrio sp. 10N.286.48.B8
2056316,1.70E+06,Methanophagales archaeon
2056317,2213250,ANME-2 cluster archaeon
2056493,5542115,Bacillus sp. SN10
2056630,1437527,Candidatus Korarchaeota archaeon
2056666,3652746,Halomonas sp. 141
2056840,4460324,Stenotrophomonas sp. HMWF003
2056841,5476832,Pelomonas sp. HMWF004
2056845,3802708,Sphingomonas sp. HMWF008
2056849,4611749,Arthrobacter sp. HMWF013
2056855,5805605,Acidovorax sp. HMWF018
2056856,6906470,Pedobacter sp. HMWF019
2056861,3392253,Microbacterium sp. HMWF026
2056862,4488319,Chryseobacterium sp. HMWF028
2056863,4650641,Acidovorax sp. HMWF029
2056864,4758486,Flavobacterium sp. HMWF030
2056865,10014416,Pseudomonas sp. HMWF031
2056866,4391151,Pseudomonas sp. HMWF032
2056868,4.97E+06,Chryseobacterium sp. HMWF035
2056873,3362820,Chakrabartia godavariana
2056888,5409713,Sphingobium sp. 20006FA
2057026,5145523,Enterobacter sp. EA-1
2057184,7306349,Mycobacterium sp. 3519A
2057741,8288568,Bradyrhizobium sp. SK17
2057799,2246296,Anaerococcus sp. Marseille-P3915
2057808,3666763,Lacinutrix sp. Bg11-31
2057910,5597764,Bacillus sp. BA3
2058087,3992016,Alteromonadales bacterium alter-6D02
2058089,3719886,Psychromonas sp. psych-6C06
2058095,2407594,Meiothermus sp. QL-1
2058133,4360928,Alteromonas sp. MB-3u-76
2058134,3184776,Nonlabens sp. MB-3u-79
2058159,5721244,Klebsiella sp. CVUAS 5466.2
2058160,5809889,Klebsiella sp. CVUAS 8534.2
2058180,2793418,Actinomycetales bacterium SN12
2058306,4537492,Tenacibaculum sp. Bg11-29
2058307,5965550,Pseudomonas sp. Choline-02u-1
2058314,3365212,Flavobacterium sp. ALD4
2058318,3563415,Planomicrobium sp. MB-3u-38
2058319,4371403,Psychromonas sp. MB-3u-54
2058320,3816784,Psychroflexus sp. MES1-P1E
2058321,4487593,Halomonas sp. MES3-P3E
2058322,3413666,Psychrobacter sp. MES7-P7E
2058324,3140092,Psychrobacter sp. Sarcosine-02u-2
2058325,3530910,Psychrobacter sp. Sarcosine-3u-12
2058330,4941214,Shewanella sp. ALD9
2058332,6478889,Paraglaciecola sp. MB-3u-78
2058625,6660175,Undibacterium sp. YM2
2058659,4998760,Pseudomonas sp. YY-1
2058885,3876593,Arthrobacter sp. 08Y14
2058886,4680270,Arthrobacter sp. 4R501
2058888,3890718,Arthrobacter sp. 9E16
2058889,3896431,Arthrobacter sp. 9E18
2058890,3982602,Arthrobacter sp. 9E06
2058892,3800082,Arthrobacter sp. B1805
2058894,4687072,Arthrobacter sp. GMC3
2058895,4477818,Arthrobacter sp. N199823
2058897,5218843,Arthrobacter sp. Y81
2058898,4699414,Arthrobacter sp. ZGTC131
2058899,3879559,Arthrobacter sp. ZGTC212
2059264,4973697,Shewanella sp. Pdp11
2059672,5138981,Chromobacterium sp. ATCC 53434
2059884,8029398,Streptomyces sp. CMB-StM0423
2059911,3.99E+06,Brachybacterium sp. YJGR34
205,1654040,Campylobacter sp.
2060312,3842046,Altererythrobacter sp. B11
2060418,5338267,Pseudomonas sp. FFUP_PS_473
2060419,4334998,Flavobacterium sp. J27
2060726,4.56E+06,Neorhizobium sp. SOG26
2060921,1.73E+06,Fusobacteriota bacterium
2060922,1500130,Persephonella sp.
2060938,3.10E+06,Acinetobacter sp. B51(2017)
206096,3655620,uncultured Dysgonomonas sp.
2064767,6.02E+06,Mycobacterium sp. EPG1
2065189,2628220,Dysgonamonadaceae bacterium
2065380,2530748,Bacillaceae bacterium ZC4
2065382,6080518,Bosea sp. FBZP-16
2065820,2.45E+06,Hydrogenovibrio sp. SC-1
2066021,2889010,Desulfocapsa sp.
2066022,5349796,Burkholderia sp. WAC0059
2066034,6871199,Variovorax sp. RO1
2066049,5340584,Citrobacter freundii complex sp. CFNIH2
2066052,5204311,Bacillus sp. UMB0728
2066133,4761082,Marinomonas sp. CT5
2066515,4661017,Pseudoalteromonas sp. S558
2066521,4064629,Pseudoalteromonas sp. S186
2066958,4428876,Stenotrophomonas sp. VV52
2067415,2608252,Altererythrobacter sp. TH136
2067450,3428691,Porphyrobacter sp. TH134
2067451,4802574,Rhizobium sp. TH135
2067452,4663447,Tabrizicola sp. TH137
2067453,4210204,Uliginosibacterium sp. TH139
2067454,5320824,Emticicia sp. TH156
2067455,2982565,Novosphingobium sp. TH158
2067550,6089737,Clostridium sp. chh4-2
2067553,3272462,Halobacteriovorax sp. DA5
2067572,6890566,Pseudomonas sp. NC02
2067957,5905221,Methylobacterium sp. DM1
2067958,5725820,Kosakonia sp. MUSA4
2067959,4411336,Lelliottia sp. AC1
2068624,2443833,Zymomonas sp.
2069256,6297253,Pseudomonas sp. XWY-1
2069308,2270705,Streptococcus sp. UMB0029
2069309,2094562,Streptococcus sp. UMB1385
2069310,3246634,Brachybacterium sp. UMB0905
2069351,1697683,Lactobacillus sp. ESL0225
2069354,1654554,Lactobacillus sp. ESL0233
2069438,3666724,Acinetobacter sp. MB5
2070337,3531991,Curtobacterium sp. SGAir0471
2070347,3084767,Agrococcus sp. SGAir0287
2070348,3439411,Microbacterium sp. SGAir0570
2070369,4323690,Sulfitobacter sp. JL08
2070463,4.14E+06,Lysinibacillus sp. SGAir0095
2070560,6.19E+06,Pseudomonas sp. FW305-20
2070566,7.33E+06,Pseudomonas sp. GP01-A13
2070570,7.33E+06,Pseudomonas sp. GP01-A1
2070571,7.39E+06,Pseudomonas sp. GP01-A4
2070574,6627770,Pseudomonas sp. GW704-F3
2070576,6603135,Pseudomonas sp. GW704-F5
2070577,6637829,Pseudomonas sp. GW704-F2
2070578,6597032,Pseudomonas sp. DP16D-L5
2070581,6602206,Pseudomonas sp. GW460-4
2070588,6879221,Pseudomonas sp. GW101-1A09
2070589,7080965,Pseudomonas sp. GW460-C8
2070590,7.21E+06,Pseudomonas sp. GW460-13
2070591,6952400,Pseudomonas sp. GW456-E6
2070594,6873507,Pseudomonas sp. MPR-TSA4
2070600,7.17E+06,Pseudomonas sp. MPR-AND1A
2070601,7069400,Pseudomonas sp. GW460-C3
2070602,6.88E+06,Pseudomonas sp. FW305-BF8
2070603,6802760,Pseudomonas sp. GW460-11-11-14-LB11
2070606,6719303,Pseudomonas sp. GW456-12-1-14-LB2
2070609,6.88E+06,Pseudomonas sp. FW306-1C-G01A
2070615,6.51E+06,Pseudomonas sp. FW215-R2
2070620,7420500,Pseudomonas sp. MPR-R2A4
2070621,7.41E+06,Pseudomonas sp. GW460-12
2070627,7434380,Pseudomonas sp. MPR-R2A6
2070628,7443934,Pseudomonas sp. MPR-ANB1
2070629,7402824,Pseudomonas sp. MPR-LB5
2070633,6974125,Pseudomonas sp. GW456-L12
2070635,6971137,Pseudomonas sp. FW126-L8
2070636,6.95E+06,Pseudomonas sp. FW305-25
2070641,6411570,Pseudomonas sp. FW305-62
2070644,7096339,Pseudomonas sp. FW305-130
2070645,6679095,Pseudomonas sp. FW306-2-2C-D06B
2070646,5.87E+06,Pseudomonas sp. MPR-AND1B
2070649,5845310,Pseudomonas sp. FW305-124
2070650,5866575,Pseudomonas sp. FW300-E2
2070651,6.37E+06,Pseudomonas sp. FW306-02-F08-AA
2070654,6284970,Pseudomonas sp. FW306-02-H06C
2070656,6.33E+06,Pseudomonas sp. FW306-2-11AC
2070657,6.35E+06,Pseudomonas sp. FW306-02-H05-AA
2070658,6.34E+06,Pseudomonas sp. FW306-02-F04-AA
2070659,6343530,Pseudomonas sp. FW306-02-H05-BA
2070660,6281280,Pseudomonas sp. FW306-2-11AB
2070661,6.31E+06,Pseudomonas sp. FW306-02-H06B
2070662,6.37E+06,Pseudomonas sp. FW306-2-11BA
2070665,6.39E+06,Pseudomonas sp. FW306-2-11AD
2070666,6349040,Pseudomonas sp. FW306-02-H05-AB
2070669,7202811,Pseudomonas sp. GW456-E7
2070672,6408516,Pseudomonas sp. FW215-T2
2070674,6245728,Pseudomonas sp. GW456-12-10-14-LB2
2070678,5723267,Pseudomonas sp. MPR-R1B
2070679,5789994,Pseudomonas sp. GW531-E2
2070760,8480591,Bacillus sp. MBGLi97
2071621,3964876,Marinomonas sp. FW-1
2071634,5674984,Klebsiella sp. Kd70 TUC-EEAOC
2071682,4175519,Pantoea sp. ICBG 1758
2071712,7844322,Pseudomonas sp. MWU13-2625
2071713,6738795,Pseudomonas sp. MWU12-2115
2071714,8636786,Pseudomonas sp. MWU13-2860
2071715,7763860,Pseudomonas sp. MWU12-2534b
2071716,6298641,Pseudomonas sp. MWU12-2312b
2071994,3057127,Corynebacterium sp. 13CS0277
2072405,4468731,Stenotrophomonas sp. ZAC14D2_NAIMI4_7
2072407,4319112,Stenotrophomonas sp. YAU14D1_LEIMI4_1
2072412,4.70E+06,Stenotrophomonas sp. ZAC14A_NAIMI4_1
2072417,3.03E+06,candidate division NC10 bacterium
2072418,3.05E+06,candidate division GN15 bacterium
2072420,3.68E+06,Bradyrhizobiaceae bacterium
2072421,2973520,Rhodocyclales bacterium
2072642,6806831,Paenibacillus sp. PK3_47
2072747,5586882,Ketobacter sp. GenoA1
2072845,4938102,Endozoicomonas sp. OPT23
2072936,4.51E+06,Sphingobium sp. SCG-1
2073116,3.78E+06,Holophagae bacterium
2073117,3.18E+06,Anaerolineales bacterium
2073156,2513550,Sphingorhabdus sp. EL138
2075551,6984882,Pseudomonas sp. DP16D-R1
2075552,6872191,Pseudomonas sp. FW507-12TSA
2075555,5571405,Pseudomonas sp. FW300-N1A1
2075557,6352773,Pseudomonas sp. GW460-R15
2075558,6031789,Pseudomonas sp. FW305-E2
2075565,4.11E+06,Novosphingobium sp. HII-3
207608,1320150,Microbacteriaceae bacterium MWH-Ta3
2077097,4584781,Pseudoalteromonas sp. T1lg23B
2077102,3654476,Pseudoalteromonas sp. T1lg75
2077136,4849791,Enterobacter cloacae complex sp. FDA-CDC-AR_0164
2077149,5688355,Citrobacter freundii complex sp. CFNIH9
2077182,4060755,Sphingorhabdus sp. YGSMI21
2077204,4261349,Haloferax sp. Atlit-10N
2077206,4176213,Haloferax sp. Atlit-4N
207745,8.25E+06,Variovorax sp. WDL1
2078691,11854600,Streptomyces sp. CB01881
2078785,5857757,Pseudomonas sp. JV241A
2078787,5884253,Pseudomonas sp. JV551A1
2079004,2472187,Clostridium sp. Cult3
2079007,964214,Candidatus Tokpelaia sp. JSC161
2079008,1079362,Candidatus Tokpelaia sp. JSC085
2079009,1298980,Candidatus Tokpelaia sp. JSC188
2079010,1532052,Candidatus Tokpelaia sp. JSC189
2079199,5525646,Massilia sp. Mn16-1_5
2079201,3647857,Microbacterium sp. CJ77
2079575,1609479,Aurantimicrobium sp. MWH-Uga1
2079596,2953039,Acinetobacter sp. SWBY1
2079806,4.84E+06,Pseudomonadaceae bacterium SI-3
2080302,2.54E+06,Acidimicrobiia bacterium
2080303,1750710,Candidatus Dadabacteria bacterium
2080419,3567228,Deinococcus sp. NW-56
2080452,3616715,bacterium MnTg02
2080453,1681212,bacterium MnTg03
2080469,3127098,Zoogloeaceae bacteirum Par-f-2
2080494,5351126,Pantoea sp. PSNIH6
2080523,3489824,Rathayibacter sp. AY1A5
2080541,3564279,Rathayibacter sp. AY1C9
2080545,3591361,Rathayibacter sp. AY1D4
2080550,3540869,Rathayibacter sp. AY1E2
2080551,3527205,Rathayibacter sp. AY1E3
2080560,3522070,Rathayibacter sp. AY1F6
2080569,3667561,Rathayibacter sp. AY2B3
2080570,3609927,Rathayibacter sp. AY2B5
2080573,3917155,Pseudoclavibacter sp. RFBA6
2080574,3774425,Pseudoclavibacter sp. RFBB5
2080578,4103655,Pseudoclavibacter sp. RFBI5
2080582,3533259,Subtercola sp. Z020
2080660,5091228,Enterobacter cloacae complex sp. ECNIH12
2080661,5287250,Enterobacter cloacae complex sp. ECNIH16
2080662,5280387,Enterobacter cloacae complex sp. ECNIH11
2080663,5107527,Enterobacter cloacae complex sp. ECNIH8
